x,y,additional_three,additional_two,additional_one,duration_m,parallel_processes
268,57,0.0,0.0,0.0,3757,6
83,304,0.0,0.0,0.0,8289,6
188,175,0.0,0.0,0.0,7629,6
335,269,1.0,0.0,0.0,39546,6
171,279,0.0,0.0,0.0,2471,1
338,177,0.0,0.0,0.0,5448,2
168,246,0.0,0.0,0.0,6760,3
265,335,0.0,0.0,0.0,8864,2
127,231,0.0,0.0,0.0,3789,2
245,208,0.0,0.0,0.0,4310,4
231,128,0.0,1.0,0.0,36064,5
143,89,0.0,0.0,0.0,3385,4
324,187,0.0,0.0,0.0,11696,10
150,304,0.0,0.0,0.0,11671,7
60,235,0.0,0.0,0.0,8508,8
125,244,0.0,0.0,0.0,12430,8
340,242,0.0,0.0,1.0,49448,13
238,216,1.0,0.0,0.0,79740,9
281,301,0.0,0.0,1.0,47340,12
66,324,0.0,0.0,0.0,10429,8
169,72,0.0,0.0,0.0,6442,8
282,345,1.0,0.0,0.0,63772,6
246,336,0.0,1.0,0.0,48311,7
310,140,0.0,0.0,0.0,9628,8
317,104,0.0,0.0,0.0,2013,2
61,186,0.0,0.0,0.0,1707,4
345,76,0.0,0.0,0.0,4033,5
64,292,0.0,0.0,0.0,4155,6
77,222,0.0,1.0,0.0,29232,4
103,190,0.0,0.0,0.0,5471,8
328,286,0.0,0.0,0.0,21534,5
263,145,0.0,0.0,0.0,9439,6
230,218,0.0,1.0,0.0,33629,5
166,334,0.0,0.0,0.0,15189,6
57,169,1.0,0.0,0.0,42163,4
192,314,0.0,0.0,0.0,13996,9
173,263,0.0,0.0,0.0,10021,8
133,323,0.0,0.0,0.0,17068,10
226,88,1.0,0.0,0.0,64062,5
160,276,0.0,0.0,0.0,19598,9
94,113,1.0,0.0,0.0,56021,7
86,301,0.0,0.0,0.0,15898,10
65,327,0.0,1.0,0.0,47549,8
343,104,0.0,0.0,0.0,19356,9
303,198,0.0,0.0,0.0,3308,1
150,79,0.0,0.0,0.0,736,1
303,198,0.0,0.0,0.0,3726,2
150,79,0.0,0.0,0.0,1451,2
314,72,0.0,0.0,0.0,1284,1
135,146,0.0,0.0,0.0,1146,1
335,283,0.0,0.0,0.0,7257,3
303,198,0.0,0.0,0.0,12816,5
156,260,1.0,0.0,0.0,49182,7
314,72,0.0,0.0,0.0,8252,5
150,79,0.0,0.0,0.0,5210,6
135,146,0.0,0.0,0.0,5596,6
272,283,0.0,0.0,0.0,10802,8
335,283,0.0,0.0,0.0,43806,7
314,72,0.0,0.0,0.0,4637,5
170,336,1.0,0.0,0.0,102691,8
272,283,0.0,0.0,0.0,41919,6
135,146,0.0,0.0,0.0,16965,8
62,338,0.0,0.0,0.0,15618,9
303,198,0.0,0.0,0.0,25184,9
150,79,0.0,0.0,0.0,10926,9
261,74,0.0,0.0,0.0,11956,9
265,254,0.0,0.0,0.0,19095,6
229,299,0.0,0.0,0.0,21877,7
252,322,0.0,0.0,0.0,12284,5
265,254,0.0,0.0,0.0,17085,5
301,339,0.0,1.0,0.0,73731,8
229,299,0.0,0.0,0.0,18214,5
265,254,0.0,0.0,0.0,27817,6
289,266,0.0,0.0,0.0,28975,4
252,322,0.0,0.0,0.0,27887,5
265,254,0.0,0.0,0.0,19122,4
270,255,0.0,0.0,0.0,18504,5
289,266,0.0,0.0,0.0,19407,8
252,322,0.0,0.0,0.0,24863,7
67,329,0.0,0.0,0.0,7183,5
301,339,0.0,1.0,0.0,80079,6
229,299,0.0,0.0,0.0,15245,7
252,322,0.0,0.0,0.0,23003,5
270,255,0.0,0.0,0.0,15370,7
289,266,0.0,0.0,0.0,24871,5
265,254,0.0,0.0,0.0,23941,5
69,207,0.0,0.0,0.0,7466,6
289,266,0.0,0.0,0.0,30414,5
257,187,0.0,0.0,0.0,18954,7
252,322,0.0,0.0,0.0,31763,6
265,254,0.0,0.0,0.0,34200,9
270,255,0.0,0.0,0.0,30648,10
69,207,0.0,0.0,0.0,8432,7
67,329,0.0,0.0,0.0,10640,6
326,115,0.0,0.0,1.0,21720,5
301,339,0.0,1.0,0.0,33416,5
229,299,0.0,0.0,0.0,17754,6
67,329,0.0,0.0,0.0,2654,2
301,339,0.0,1.0,0.0,37629,2
326,115,0.0,0.0,1.0,14100,3
155,219,0.0,0.0,0.0,5915,3
229,299,0.0,0.0,0.0,23586,3
155,219,0.0,0.0,0.0,3293,4
326,115,0.0,0.0,1.0,16867,4
301,339,0.0,1.0,0.0,32073,3
171,268,0.0,0.0,0.0,9845,5
67,329,0.0,0.0,0.0,7253,5
229,299,0.0,0.0,0.0,11484,5
301,339,0.0,1.0,0.0,37149,1
67,329,0.0,0.0,0.0,3287,3
229,299,0.0,0.0,0.0,14236,6
326,115,0.0,0.0,1.0,22765,3
155,219,0.0,0.0,0.0,9194,6
275,117,0.0,0.0,0.0,12330,6
171,268,0.0,0.0,0.0,14954,6
296,324,0.0,1.0,0.0,50121,2
229,299,0.0,0.0,0.0,15099,7
155,219,0.0,0.0,0.0,8886,7
326,115,0.0,0.0,1.0,28523,5
301,339,0.0,1.0,0.0,55843,5
171,268,0.0,0.0,0.0,19673,6
67,329,0.0,0.0,0.0,11393,8
275,117,0.0,0.0,0.0,10091,7
155,219,0.0,0.0,0.0,3382,3
171,268,0.0,0.0,0.0,9708,5
275,117,0.0,0.0,0.0,6255,6
296,324,0.0,1.0,0.0,59888,5
229,299,0.0,0.0,0.0,16726,7
67,329,0.0,0.0,0.0,5963,8
301,339,0.0,1.0,0.0,59965,5
98,327,1.0,0.0,0.0,67989,5
326,115,0.0,0.0,1.0,24213,6
288,270,0.0,0.0,0.0,3724,1
314,61,0.0,0.0,0.0,1127,1
288,270,0.0,0.0,0.0,4249,1
288,270,0.0,0.0,0.0,8688,1
298,133,0.0,0.0,0.0,5596,2
314,61,0.0,0.0,0.0,4033,3
197,337,1.0,0.0,0.0,29642,1
288,270,0.0,0.0,0.0,13209,2
314,61,0.0,0.0,0.0,4310,4
298,133,0.0,0.0,0.0,9705,4
314,61,0.0,0.0,0.0,1061,1
197,337,1.0,0.0,0.0,27899,1
288,270,0.0,0.0,0.0,12680,3
298,133,0.0,0.0,0.0,9337,4
191,194,0.0,0.0,0.0,9938,4
314,61,0.0,0.0,0.0,3442,3
197,337,1.0,0.0,0.0,33184,2
288,270,0.0,0.0,0.0,14580,4
93,71,0.0,0.0,0.0,1245,4
191,194,0.0,0.0,0.0,7740,5
298,133,0.0,0.0,0.0,9231,4
298,133,0.0,0.0,0.0,2805,2
314,61,0.0,0.0,0.0,3265,4
197,337,1.0,0.0,0.0,30901,2
148,162,0.0,0.0,0.0,3791,3
288,270,0.0,0.0,0.0,11135,2
191,194,0.0,0.0,0.0,7245,3
93,71,0.0,0.0,0.0,1211,4
197,337,1.0,0.0,0.0,35233,1
314,61,0.0,0.0,0.0,2284,2
288,270,0.0,0.0,0.0,18490,2
191,194,0.0,0.0,0.0,8193,6
252,122,0.0,0.0,0.0,9155,5
148,162,0.0,0.0,0.0,8221,6
93,71,0.0,0.0,0.0,3544,7
298,133,0.0,0.0,0.0,11332,7
325,89,0.0,0.0,0.0,1669,1
252,122,0.0,0.0,0.0,2039,3
197,337,1.0,0.0,0.0,34889,2
148,162,0.0,0.0,0.0,2048,3
298,133,0.0,0.0,0.0,7286,5
191,194,0.0,0.0,0.0,10492,5
93,71,0.0,0.0,0.0,2573,6
288,270,0.0,0.0,0.0,14141,5
314,61,0.0,0.0,0.0,7285,6
312,89,0.0,0.0,0.0,1496,1
222,124,0.0,0.0,1.0,4151,1
222,124,0.0,0.0,1.0,3368,1
116,257,0.0,0.0,0.0,1564,1
332,195,0.0,0.0,0.0,3570,1
332,195,0.0,0.0,0.0,3786,1
157,143,0.0,0.0,0.0,1489,1
157,143,0.0,0.0,0.0,1270,1
332,195,0.0,0.0,0.0,4425,2
295,124,0.0,1.0,0.0,13130,2
301,92,0.0,0.0,0.0,3055,2
243,292,0.0,0.0,0.0,12044,6
301,92,0.0,0.0,0.0,3400,3
235,283,0.0,0.0,0.0,10869,6
295,124,0.0,1.0,0.0,30403,5
332,195,0.0,0.0,0.0,12470,4
157,143,0.0,0.0,0.0,6439,5
243,292,0.0,0.0,0.0,16624,2
50,335,0.0,0.0,0.0,7432,4
301,92,0.0,0.0,0.0,12306,4
243,292,0.0,0.0,0.0,8248,3
50,335,0.0,0.0,0.0,2460,3
328,333,0.0,0.0,0.0,14344,3
301,92,0.0,0.0,0.0,5498,3
50,335,0.0,0.0,0.0,1099,1
301,92,0.0,0.0,0.0,1632,1
269,203,0.0,0.0,0.0,3016,1
243,292,0.0,0.0,0.0,7057,3
328,333,0.0,0.0,0.0,13114,2
230,142,0.0,0.0,0.0,7254,3
301,92,0.0,0.0,0.0,3002,1
214,50,0.0,0.0,0.0,1478,2
50,335,0.0,0.0,0.0,863,1
230,142,0.0,0.0,0.0,1492,1
243,292,0.0,0.0,0.0,5429,3
269,203,0.0,0.0,0.0,6668,5
328,333,0.0,0.0,0.0,27795,4
344,303,0.0,0.0,0.0,19545,5
214,50,0.0,0.0,0.0,1683,4
230,142,0.0,0.0,0.0,3946,4
284,181,0.0,0.0,0.0,21487,7
75,312,0.0,0.0,0.0,13150,4
216,180,0.0,0.0,0.0,9744,6
269,203,0.0,0.0,0.0,9858,9
67,124,0.0,0.0,0.0,2400,4
284,181,0.0,0.0,0.0,22346,8
344,303,0.0,0.0,0.0,54907,6
243,292,0.0,0.0,0.0,27233,9
50,335,0.0,0.0,0.0,5512,10
214,50,0.0,0.0,0.0,3477,10
332,321,0.0,0.0,0.0,37146,9
75,312,0.0,0.0,0.0,15397,9
301,92,0.0,0.0,0.0,15277,9
230,142,0.0,0.0,0.0,14410,10
328,333,0.0,0.0,0.0,46840,11
216,180,0.0,0.0,0.0,18514,5
75,312,0.0,0.0,0.0,11053,7
131,109,0.0,0.0,0.0,7811,6
128,153,0.0,0.0,0.0,9837,5
75,312,0.0,0.0,0.0,7955,7
131,109,0.0,0.0,0.0,4944,6
216,180,0.0,0.0,0.0,6181,7
214,66,0.0,0.0,0.0,4826,6
328,333,0.0,0.0,0.0,33886,6
243,292,0.0,0.0,0.0,28819,6
269,203,0.0,0.0,0.0,14889,11
50,335,0.0,0.0,0.0,5637,7
301,92,0.0,0.0,0.0,8970,11
131,109,0.0,0.0,0.0,8330,12
344,303,0.0,0.0,0.0,30957,9
75,312,0.0,0.0,0.0,13500,9
128,153,0.0,0.0,0.0,13455,9
67,124,0.0,0.0,0.0,10988,11
137,82,0.0,0.0,0.0,11817,11
216,180,0.0,0.0,0.0,18228,10
254,213,0.0,0.0,0.0,3596,2
137,82,0.0,0.0,0.0,1110,3
131,109,0.0,0.0,0.0,1614,2
216,180,0.0,0.0,0.0,4471,4
128,153,0.0,0.0,0.0,3295,3
75,312,0.0,0.0,0.0,3672,3
174,184,0.0,0.0,0.0,1740,1
217,226,0.0,1.0,0.0,10275,1
174,184,0.0,0.0,0.0,1722,1
56,125,0.0,0.0,0.0,326,1
174,184,0.0,0.0,0.0,1938,1
217,226,0.0,1.0,0.0,10175,1
174,184,0.0,0.0,0.0,1604,1
56,125,0.0,0.0,0.0,374,1
217,226,0.0,1.0,0.0,13159,1
123,347,0.0,0.0,0.0,4655,2
174,184,0.0,0.0,0.0,3325,2
56,125,0.0,0.0,0.0,805,2
123,347,0.0,0.0,0.0,4456,2
217,226,0.0,1.0,0.0,13258,2
78,252,0.0,0.0,1.0,13732,2
174,184,0.0,0.0,0.0,2622,2
78,252,0.0,0.0,1.0,9882,5
143,206,0.0,0.0,0.0,7100,4
123,347,0.0,0.0,0.0,10014,4
56,125,0.0,0.0,0.0,3322,5
217,226,0.0,1.0,0.0,13086,5
257,125,0.0,0.0,0.0,1615,1
276,111,0.0,0.0,0.0,1965,2
257,125,0.0,0.0,0.0,2351,2
120,58,0.0,1.0,0.0,3871,1
261,311,0.0,0.0,0.0,5745,2
120,58,0.0,1.0,0.0,8011,2
261,311,0.0,0.0,0.0,5903,2
230,246,0.0,0.0,0.0,5158,2
120,58,0.0,1.0,0.0,4028,1
120,58,0.0,1.0,0.0,6933,4
261,311,0.0,0.0,0.0,16889,3
230,246,0.0,0.0,0.0,9256,4
253,135,0.0,1.0,0.0,20368,4
65,306,0.0,0.0,0.0,1076,1
344,146,0.0,0.0,0.0,3654,2
65,306,0.0,0.0,0.0,3438,2
221,308,0.0,0.0,1.0,11066,3
344,146,0.0,0.0,0.0,13010,2
65,306,0.0,0.0,0.0,5885,3
221,308,0.0,0.0,1.0,15786,1
344,146,0.0,0.0,0.0,11481,3
121,133,0.0,0.0,0.0,2588,3
65,306,0.0,0.0,0.0,8443,3
65,306,0.0,0.0,0.0,1207,1
221,308,0.0,0.0,1.0,12281,3
121,133,0.0,0.0,0.0,5665,4
94,198,0.0,0.0,0.0,6780,4
344,146,0.0,0.0,0.0,8776,4
344,146,0.0,0.0,0.0,4586,2
65,306,0.0,0.0,0.0,4239,2
121,133,0.0,0.0,0.0,967,1
221,308,0.0,0.0,1.0,11029,2
232,89,0.0,0.0,0.0,2750,3
94,198,0.0,0.0,0.0,3305,3
80,189,0.0,0.0,0.0,863,1
189,239,0.0,0.0,0.0,2340,2
66,129,0.0,0.0,0.0,383,2
189,239,0.0,0.0,0.0,2100,1
210,66,0.0,0.0,0.0,725,1
239,302,0.0,0.0,0.0,5541,2
66,129,0.0,0.0,0.0,2048,3
148,151,0.0,0.0,0.0,3533,4
315,107,0.0,0.0,0.0,3320,2
315,107,0.0,0.0,0.0,2076,1
210,66,0.0,0.0,0.0,815,2
189,239,0.0,0.0,0.0,2632,2
295,164,0.0,0.0,0.0,4308,2
210,66,0.0,0.0,0.0,1307,2
213,242,0.0,0.0,0.0,4238,2
148,151,0.0,0.0,0.0,1304,2
315,107,0.0,0.0,0.0,1943,2
278,257,1.0,0.0,0.0,34302,1
189,239,0.0,0.0,0.0,8378,5
130,104,0.0,0.0,0.0,1603,3
210,66,0.0,0.0,0.0,1828,3
213,242,0.0,0.0,0.0,13195,3
148,151,0.0,0.0,0.0,5679,5
295,164,0.0,0.0,0.0,9981,5
278,257,1.0,0.0,0.0,27598,1
210,66,0.0,0.0,0.0,1883,3
213,242,0.0,0.0,0.0,8886,5
148,151,0.0,0.0,0.0,5981,4
215,148,0.0,0.0,0.0,6281,4
148,151,0.0,0.0,0.0,2873,3
278,257,1.0,0.0,0.0,36642,2
335,338,0.0,0.0,0.0,20712,3
215,148,0.0,0.0,0.0,3579,5
213,242,0.0,0.0,0.0,12503,4
210,66,0.0,0.0,0.0,2999,5
259,124,0.0,0.0,0.0,1727,1
130,237,0.0,0.0,0.0,1471,1
259,124,0.0,0.0,0.0,3217,3
217,185,0.0,0.0,1.0,19102,6
341,126,0.0,1.0,0.0,41556,12
50,113,1.0,0.0,0.0,78214,6
231,263,0.0,0.0,0.0,24939,7
217,50,0.0,0.0,0.0,5122,7
130,237,0.0,0.0,0.0,12521,6
145,184,0.0,0.0,0.0,11127,7
336,97,0.0,0.0,0.0,23716,12
217,50,0.0,0.0,0.0,4517,6
108,51,0.0,0.0,0.0,3367,8
259,124,0.0,0.0,0.0,14781,14
114,90,1.0,0.0,0.0,68257,13
145,184,0.0,0.0,0.0,17484,12
217,185,0.0,0.0,1.0,57029,10
130,237,0.0,0.0,0.0,15567,13
94,180,0.0,0.0,0.0,13181,13
231,263,0.0,0.0,0.0,29307,14
217,50,0.0,0.0,0.0,10822,13
295,282,0.0,0.0,0.0,29415,15
108,51,0.0,0.0,0.0,5707,12
69,143,0.0,0.0,0.0,5098,11
341,126,0.0,1.0,0.0,67780,15
108,51,0.0,0.0,0.0,3636,8
94,180,0.0,0.0,0.0,11536,10
244,82,0.0,0.0,0.0,16925,8
217,50,0.0,0.0,0.0,8466,8
249,281,1.0,0.0,0.0,114109,10
94,180,0.0,0.0,0.0,7028,8
244,82,0.0,0.0,0.0,8203,7
217,50,0.0,0.0,0.0,5422,8
108,51,0.0,0.0,0.0,2273,7
50,113,1.0,0.0,0.0,43396,11
104,226,0.0,0.0,0.0,8582,8
114,90,1.0,0.0,0.0,68818,7
130,237,0.0,0.0,0.0,13059,7
217,185,0.0,0.0,1.0,40109,12
103,88,0.0,1.0,0.0,42185,12
69,143,0.0,0.0,0.0,4159,6
341,126,0.0,1.0,0.0,92982,14
272,149,0.0,0.0,0.0,23670,10
104,226,0.0,0.0,0.0,15222,9
207,178,0.0,0.0,0.0,17565,9
50,113,1.0,0.0,0.0,91284,16
114,90,1.0,0.0,0.0,97853,8
130,237,0.0,0.0,0.0,12387,8
103,88,0.0,1.0,0.0,40725,13
308,191,0.0,0.0,1.0,68779,13
217,185,0.0,0.0,1.0,62119,13
217,50,0.0,0.0,0.0,6993,9
94,180,0.0,0.0,0.0,14895,12
249,281,1.0,0.0,0.0,140858,11
108,51,0.0,0.0,0.0,8280,11
244,82,0.0,0.0,0.0,12516,11
307,120,0.0,0.0,0.0,30025,15
69,143,0.0,0.0,0.0,8686,9
337,301,0.0,0.0,0.0,47082,10
341,126,0.0,1.0,0.0,73991,11
272,149,0.0,0.0,0.0,15953,11
207,178,0.0,0.0,0.0,16591,11
102,64,0.0,0.0,0.0,4768,10
50,113,1.0,0.0,0.0,42337,8
104,226,0.0,0.0,0.0,15744,9
207,178,0.0,0.0,0.0,10112,6
50,113,1.0,0.0,0.0,50145,8
100,92,0.0,0.0,0.0,6716,7
102,64,0.0,0.0,0.0,6049,7
104,226,0.0,0.0,0.0,9077,7
69,143,0.0,0.0,0.0,1747,4
341,126,0.0,1.0,0.0,85067,5
272,149,0.0,0.0,0.0,28227,5
337,301,0.0,0.0,0.0,43548,12
59,288,0.0,0.0,0.0,21618,6
100,92,0.0,0.0,0.0,1631,5
104,226,0.0,0.0,0.0,9539,10
50,113,1.0,0.0,0.0,45233,6
